,position_on_page,title,link,published_date,views,length,description,extensions,channel.name,channel.link,channel.verified,channel.thumbnail,thumbnail.static,thumbnail.rich
62,11,Build your first Web App with Microsoft Azure,https://www.youtube.com/watch?v=0QO2jdinCoQ,6 months ago,25951.0,17:02,"Join Cephas Lin, Senior Content Developer at Microsoft, as he provides a step-by-step walkthrough for developers in this video ...",['CC'],Microsoft Azure,https://www.youtube.com/user/windowsazure,True,https://yt3.ggpht.com/ytc/AKedOLRWrisdne6s62jFSEqac07vG0wP_XT5m7hawTUHTA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/0QO2jdinCoQ/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDxhnUJc6VbJA_N3PIqU5kwkVUF5w,https://i.ytimg.com/an_webp/0QO2jdinCoQ/mqdefault_6s.webp?du=3000&sqp=CODiw4wG&rs=AOn4CLD0IXBVOumq2pbhzS0dz2XGkElw8Q
63,13,Azure Administrator Certification (AZ-104) - Full Course to PASS the Exam,https://www.youtube.com/watch?v=10PbGbTUSAg,6 months ago,384226.0,11:16:26,The Azure Administrator is the most popular Azure certification because it provides the broadest amount of practical knowledge to ...,,freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,True,https://yt3.ggpht.com/ytc/AKedOLTtJvQ1Vfew91vemeLaLdhjOwGx3tTBLlreK_QUyA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/10PbGbTUSAg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAqfL5SbdqGdjxrxjk7171jqHprcQ,https://i.ytimg.com/an_webp/10PbGbTUSAg/mqdefault_6s.webp?du=3000&sqp=CPjPw4wG&rs=AOn4CLDesSFlPlkalfdiyHz1rErOobF9iw
64,14,What is Microsoft Azure?,https://www.youtube.com/watch?v=YWrEl11dBvU,6 months ago,4487.0,8:32,"It's one of the leaders in the cloud computing space, but what is Azure cloud and what is it used for? This ACG Fundamentals ...","['4K', 'CC']",A Cloud Guru,https://www.youtube.com/channel/UCp8lLM2JP_1pv6E0NQ38pqw,,https://yt3.ggpht.com/ytc/AKedOLQIPeGc4vWyv55JiiamAxnp_axY8DQOJo0Tsw_iRA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/YWrEl11dBvU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCT03ubBNo86oBWVMhlGv1DmiQ9qQ,https://i.ytimg.com/an_webp/YWrEl11dBvU/mqdefault_6s.webp?du=3000&sqp=CILTw4wG&rs=AOn4CLDlnW3uI5sSLpFzazurmyycGeuCkw
65,17,The Microsoft Cloud: Powering daily life around the planet,https://www.youtube.com/watch?v=txZrgdehLaw,6 months ago,35293.0,1:03,"Meet the Microsoft Cloud, which securely stores, processes and manages data within one of the largest interconnected networks ...",['CC'],Microsoft,https://www.youtube.com/user/Microsoft,True,https://yt3.ggpht.com/ytc/AKedOLRZENZBPyEEG2cd0PZXemKKyG1GMGVJXmzHhrs4=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/txZrgdehLaw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAl91ceRbFtIEUlA6gbMAuZYTEIIA,https://i.ytimg.com/an_webp/txZrgdehLaw/mqdefault_6s.webp?du=3000&sqp=CIThw4wG&rs=AOn4CLBhf6knGOMp44WpIhH3MAp2Irx-0Q
66,18,Azure Fundamentals Certification Exam Cram (AZ-900) Full Course 2021,https://www.youtube.com/watch?v=gH3pwWO0Q9Y,9 months ago,235231.0,1:58:23,Learn the fundamentals of Microsoft Azure FAST and pass the Azure Fundamentals exam fast with this targeted exam cram ...,,Inside Cloud and Security,https://www.youtube.com/channel/UCAr0yk0um7lwLjmrKfzwyig,,https://yt3.ggpht.com/ytc/AKedOLRpvCdHQpIl_1wfFCtsJ1eD-VaFwgFaguxreyQZ=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/gH3pwWO0Q9Y/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC5tmShF5Z3-K0Lu-5-W5CoZ--_KQ,https://i.ytimg.com/an_webp/gH3pwWO0Q9Y/mqdefault_6s.webp?du=3000&sqp=CPjew4wG&rs=AOn4CLDaCmfZglAIQ9qwe0CoSnUBFk52cg
67,19,Optimize Data Warehouse Workloads for BI and Reporting with Azure Synapse,https://www.youtube.com/watch?v=GezWdKOkK_I,2 days ago,437.0,10:29,Optimize the performance and security of data mart and data warehousing workloads for your BI and reporting. Learn more: ...,"['New', 'CC']",Microsoft Azure,https://www.youtube.com/user/windowsazure,True,https://yt3.ggpht.com/ytc/AKedOLRWrisdne6s62jFSEqac07vG0wP_XT5m7hawTUHTA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/GezWdKOkK_I/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDB-HiuAhLqemcN-j1gH-9STSg0sA,https://i.ytimg.com/an_webp/GezWdKOkK_I/mqdefault_6s.webp?du=3000&sqp=CMb4w4wG&rs=AOn4CLCykExHl6VtfKQspomterpXGvTJ2A
68,20,Azure Fundamentals complete Training in telugu,https://www.youtube.com/watch?v=No_Q4IzBosg,8 months ago,272581.0,5:34:35,... Courses by PaddyMaddy AZ-900 Full course 10+ Hours - Exam AZ-900: Microsoft Azure Fundamentals 10 hours 45 Mins Part 1 ...,,Paddy Maddy,https://www.youtube.com/channel/UClNOBXkearuQ3lPgmHmpBDw,,https://yt3.ggpht.com/ytc/AKedOLSklPYe1N6pK0KdCbtrQ_Xz_rmrTO4Sq3ECpS5W=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/No_Q4IzBosg/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDq4txIE61OqWSSXt7908Ie5HC9_w,
69,22,Microsoft vs Amazon: The Cloud War (AWS vs Azure),https://www.youtube.com/watch?v=VKM39ao4Ppk,1 year ago,48943.0,9:55,[Microsoft vs Amazon: The Cloud War] There's never been a better time to be in the cloud business—even if you're not Amazon.,['CC'],Business Basics,https://www.youtube.com/channel/UCfWNZIJkm268rLO_yeRlcww,True,https://yt3.ggpht.com/ytc/AKedOLRayCyays5i4yrgR6r1NWdV4Vq5m923G17UQB6ceA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/VKM39ao4Ppk/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDQGpDDZyIDfS_kjHl0_qgKXdf1PQ,https://i.ytimg.com/an_webp/VKM39ao4Ppk/mqdefault_6s.webp?du=3000&sqp=CLPww4wG&rs=AOn4CLBlWy--tOmwpw6ADrGMK8OClfogww
70,23,What IS Microsoft Azure?,https://www.youtube.com/watch?v=_x1V2ny8FWM,3 months ago,7720.0,28:48,My answer to a fundamental question and how I explain it. Whiteboard ...,,John Savill's Technical Training,https://www.youtube.com/user/NTFAQGuy,,https://yt3.ggpht.com/GBN_y-OJKJCsBctY-NR26cBZQ6lE4lF280rvncZF-2DamXjGyXJVGKBgzbJAwAxUFE0qygUm=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/_x1V2ny8FWM/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDW1jaSbUKQ2H6aJnDzznQc5IO37Q,
71,24,1 Hour Introduction to Azure - For Absolute Beginners,https://www.youtube.com/watch?v=_TUaTNc8czU,1 year ago,19648.0,54:24,This video was taken from my AZ-300/AZ-303 course on Azure. But can apply to anyone! This is my introduction to Azure. A basic ...,,Scott Duffy @ GetCloudSkills,https://www.youtube.com/channel/UCwDGcuS41uVFS_2iDHL0h-A,,https://yt3.ggpht.com/c4wzYZKhV5ASi7wzuJbE9DDGWfVIC1xhx2UwK8IG2I8Hsr6RYuacrV10ZBwUQj4WoLq9hWZV=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/_TUaTNc8czU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCP7_PWDD74j7gaVY5q4oz-nBhPoA,https://i.ytimg.com/an_webp/_TUaTNc8czU/mqdefault_6s.webp?du=3000&sqp=CIDWw4wG&rs=AOn4CLA5caKA49ZJVgT9iGDMXMvR8C5C4g
72,25,Microsoft Azure Weekly Update - 7th November 2021 - IGNITE FALL 2021 Edition,https://www.youtube.com/watch?v=U9mJUyOihUc,7 days ago,7372.0,1:03:45,This week's HUGE bag of Microsoft Azure updates and new features. Includes all the key announcements from Ignite!,,John Savill's Technical Training,https://www.youtube.com/user/NTFAQGuy,,https://yt3.ggpht.com/GBN_y-OJKJCsBctY-NR26cBZQ6lE4lF280rvncZF-2DamXjGyXJVGKBgzbJAwAxUFE0qygUm=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/U9mJUyOihUc/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAehBoOIsUpjzw4l7VO_sjqEU7VNQ,https://i.ytimg.com/an_webp/U9mJUyOihUc/mqdefault_6s.webp?du=3000&sqp=CKq8w4wG&rs=AOn4CLCAeQsaashheMCv8IWRZK68ZykCLg
73,2,What is AWS? | Amazon Web Services,https://www.youtube.com/watch?v=a9__D53WsUs,1 year ago,528666.0,3:12,"Explore how millions of customers—including the fastest-growing startups, largest enterprises, and leading government ...",['CC'],Amazon Web Services,https://www.youtube.com/user/AmazonWebServices,True,https://yt3.ggpht.com/ytc/AKedOLQP0vNXjkoKrCAYvWyOm9vEhDuBNytjbpEYi1ugD7w=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/a9__D53WsUs/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB6-xeRsNKmT7IV8516RLAvTVdyRQ,https://i.ytimg.com/an_webp/a9__D53WsUs/mqdefault_6s.webp?du=3000&sqp=CMrqw4wG&rs=AOn4CLCLNubtmKZX0KXe6IxKgPlirbn9_Q
74,3,AWS Basics for Beginners - Full Course,https://www.youtube.com/watch?v=ulprqHHWlng,8 months ago,746856.0,5:27:21,There are lots of hands-on exercises using an AWS free tier account to give you practical experience with Amazon Web Services.,,freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,True,https://yt3.ggpht.com/ytc/AKedOLTtJvQ1Vfew91vemeLaLdhjOwGx3tTBLlreK_QUyA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/ulprqHHWlng/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDX-egklbFFr4oTGAYGBEe9Z2Z5ww,https://i.ytimg.com/an_webp/ulprqHHWlng/mqdefault_6s.webp?du=3000&sqp=CPDKw4wG&rs=AOn4CLBzW04id9lQdnFWuYJkQ9kTw2v9dw
75,4,AWS In 10 Minutes | AWS Tutorial For Beginners | AWS Training Video | AWS Tutorial | Simplilearn,https://www.youtube.com/watch?v=r4YIdn2eTm4,4 years ago,1549373.0,9:12,Below are the topics covered in this AWS Tutorial((Amazon web services tutorial) -( 00:29 ) What is AWS(Amazon web services) ...,,Simplilearn,https://www.youtube.com/user/Simplilearn,True,https://yt3.ggpht.com/ytc/AKedOLTaNnIZrEVNHk-OgfTRlO1n2aeAZ657f5FrG-5EaA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/r4YIdn2eTm4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAaFMcvw0YBNZdMGqKg9OKAFd7xKg,https://i.ytimg.com/an_webp/r4YIdn2eTm4/mqdefault_6s.webp?du=3000&sqp=CIjjw4wG&rs=AOn4CLA_W5O4TR4O4seQxgb_Hrk63n2p1Q
76,5,AWS In 5 Minutes | What Is AWS? | AWS Tutorial For Beginners | AWS Training | Simplilearn,https://www.youtube.com/watch?v=3XFODda6YXo,1 year ago,196830.0,5:30,"So without further ado, let's jump right into this AWS Training and start learning AWS(Amazon web services)! Don't forget to take ...",,Simplilearn,https://www.youtube.com/user/Simplilearn,True,https://yt3.ggpht.com/ytc/AKedOLTaNnIZrEVNHk-OgfTRlO1n2aeAZ657f5FrG-5EaA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/3XFODda6YXo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBOAwmf3EGzgop3bC_y93-81Z0DCg,https://i.ytimg.com/an_webp/3XFODda6YXo/mqdefault_6s.webp?du=3000&sqp=CPzcw4wG&rs=AOn4CLDgG9ICGy2T5y-lMCr7mM1YTDs6Pg
77,6,Introduction to AWS Services,https://www.youtube.com/watch?v=Z3SYDTMP3ME,2 years ago,1097314.0,38:54,"If you find our videos useful and wish to support our channel then you can use ""Thanks"" button to extend your support. About this ...",['CC'],AWS Training Center,https://www.youtube.com/channel/UC1Yf7IBfhSNFTIyb7v83o_g,,https://yt3.ggpht.com/ytc/AKedOLRpQgMKNRR60zu2f3n81EbodbS14S_ceiFy2FZfxg=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/Z3SYDTMP3ME/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAaMXKSNMS7kr07H4qA2KSh8Vendg,
78,7,you need to learn AWS RIGHT NOW!! (Amazon Web Services),https://www.youtube.com/watch?v=bgPuPSPZe2U,1 year ago,450332.0,7:38,"You need to learn AWS RIGHT NOW! Amazon Web Services, the cloud, is one of the hottest skills in IT right now. As more ...",,NetworkChuck,https://www.youtube.com/user/NetworkChuck,True,https://yt3.ggpht.com/ytc/AKedOLTHjL08GyIUwy_6DxA3GtUzyPU1aOs2CwgNtuRJ4A=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/bgPuPSPZe2U/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHJfjIGMzMeGfL-BcDw5y5e-rkZA,https://i.ytimg.com/an_webp/bgPuPSPZe2U/mqdefault_6s.webp?du=3000&sqp=CNTqw4wG&rs=AOn4CLDbgS8_9JkT4t6xMRi6vughIsT9aQ
79,8,What is Cloud Computing? | Amazon Web Services,https://www.youtube.com/watch?v=mxT233EdY5c,3 months ago,44500.0,3:12,"Instead of buying, owning, and maintaining physical data centers and servers, you can access a wide range of technology ...",['CC'],Amazon Web Services,https://www.youtube.com/user/AmazonWebServices,True,https://yt3.ggpht.com/ytc/AKedOLQP0vNXjkoKrCAYvWyOm9vEhDuBNytjbpEYi1ugD7w=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/mxT233EdY5c/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLConKl02UKXWtmHadPJZcXGf87LEA,https://i.ytimg.com/an_webp/mxT233EdY5c/mqdefault_6s.webp?du=3000&sqp=COi9w4wG&rs=AOn4CLCsfMR2-a0a8ZJUU5bqF_9gb-jCzg
80,9,Top 50+ AWS Services Explained in 10 Minutes,https://www.youtube.com/watch?v=JIbIYCM48to,4 months ago,352259.0,11:46,Amazon Web Services (AWS) is the world's largest and most complex cloud with over 200 unique services. Learn about the top 50 ...,['4K'],Fireship,https://www.youtube.com/channel/UCsBjURrPoezykLs9EqgamOA,True,https://yt3.ggpht.com/ytc/AKedOLTcIl6kKt3lEPJEySUf_hpHiKDKiFeo9eWPReLysQ=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/JIbIYCM48to/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBy2kNnu3NBwl5irdoFfcIwJdvSow,https://i.ytimg.com/an_webp/JIbIYCM48to/mqdefault_6s.webp?du=3000&sqp=CJLUw4wG&rs=AOn4CLAAFMbBrZ-Rb6zi5WMy3gTIiSWEsw
81,10,How Amazon Uses Explosive-Resistant Devices To Transfer Data To AWS,https://www.youtube.com/watch?v=H3_ZqnqLyVo,2 years ago,2486823.0,13:48,Demand for cloud computing from providers like Amazon Web Services continues to rise from both companies and consumers ...,['CC'],CNBC,https://www.youtube.com/user/cnbc,True,https://yt3.ggpht.com/ytc/AKedOLQrhA2lTj2e-5xmvnHzDhl3XgYj6afl7yoY49GFSRg=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/H3_ZqnqLyVo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAAadb-S4bumF3bK_oX4IcNU3tKGA,https://i.ytimg.com/an_webp/H3_ZqnqLyVo/mqdefault_6s.webp?du=3000&sqp=CMTFw4wG&rs=AOn4CLCGHE-Jamr_CV9DwOc2b_GTVuIW0g
82,15,AWS Certified Cloud Practitioner Training 2020 - Full Course,https://www.youtube.com/watch?v=3hLmDS179YE,2 years ago,2213914.0,3:58:01,This course will help you become an AWS Certified Cloud Practitioner. You will get a complete understanding of the AWS Cloud ...,['CC'],freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,True,https://yt3.ggpht.com/ytc/AKedOLTtJvQ1Vfew91vemeLaLdhjOwGx3tTBLlreK_QUyA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/3hLmDS179YE/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAdSgkVKTx_mSFy2NNFL2i6bBedaw,https://i.ytimg.com/an_webp/3hLmDS179YE/mqdefault_6s.webp?du=3000&sqp=CITGw4wG&rs=AOn4CLDNS-MC7BRWRT9aMz2IJuxDnDBZyA
83,16,Inside Amazon's Massive Data Center,https://www.youtube.com/watch?v=q6WlzHLxNKI,7 months ago,520080.0,9:32,"Amazon Web Services is an unrivalled colossus of the internet age, providing the computational horsepower underpinning ...",['CC'],Tech Vision,https://www.youtube.com/channel/UCHAK6CyegY22Zj2GWrcaIxg,True,https://yt3.ggpht.com/DrwjaVyutu-M_TkbhiagVsf1YLxW636SVA8HgquZVrs5QplfgHob1cUl6X_hE49QLJj4j-S7pA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/q6WlzHLxNKI/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC-wC6yWs5KF9Y6Wt0QjPtdq9Iknw,https://i.ytimg.com/an_webp/q6WlzHLxNKI/mqdefault_6s.webp?du=3000&sqp=CMLMw4wG&rs=AOn4CLD0PTrTRjDt60rnsTRBmgtE-OZL5w
84,19,Getting Started with AWS | Amazon Web Services BASICS,https://www.youtube.com/watch?v=ubCNZRNjhyo,4 years ago,783692.0,26:52,---------- Example Project (don't forget to unzip + rezip!): https://github.com/academind/aws-first-node-app Some useful AWS ...,['CC'],Academind,https://www.youtube.com/channel/UCSJbGtTlrDami-tDGPUV9-w,True,https://yt3.ggpht.com/ytc/AKedOLTM6bGgJWtayEJrZHApYyJSaBqWLkMnXixAVvc85Q=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/ubCNZRNjhyo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5pq4orBpnsvhf5TY9R74N4eGr7g,https://i.ytimg.com/an_webp/ubCNZRNjhyo/mqdefault_6s.webp?du=3000&sqp=CKq8w4wG&rs=AOn4CLD_g7_QSMn-ZJrMfw6DYC62V82ZAQ
85,20,"Meet Chara, AWS Solutions Architect | Amazon Web Services",https://www.youtube.com/watch?v=AZQLtiLJxiw,1 day ago,6301.0,1:49,The Solutions Architect team at AWS is responsible for helping customers successfully implement cloud technologies.Are you ...,['New'],Amazon Web Services,https://www.youtube.com/user/AmazonWebServices,True,https://yt3.ggpht.com/ytc/AKedOLQP0vNXjkoKrCAYvWyOm9vEhDuBNytjbpEYi1ugD7w=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/AZQLtiLJxiw/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBw4AVbnYSmUXm1Tt1EWMcCRgroXg,https://i.ytimg.com/an_webp/AZQLtiLJxiw/mqdefault_6s.webp?du=3000&sqp=CKDFw4wG&rs=AOn4CLBYN5UFRX7gyWd9RipKKt9tcC3yaw
86,21,AWS Tutorial For Beginners | AWS Full Course - Learn AWS In 10 Hours | AWS Training | Edureka,https://www.youtube.com/watch?v=k1RI5locZE4,2 years ago,2000765.0,9:28:40,"This AWS tutorial will help you learn various AWS services like AWS EC2, AWS S3, AWS Lambda, AWS Elastic Beanstalk, AWS ...",['CC'],edureka!,https://www.youtube.com/user/edurekaIN,True,https://yt3.ggpht.com/ytc/AKedOLTyvoU_YW3YmDgIXlJ8JpzFnNoZPVvQk9xFxfMkzQ=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/k1RI5locZE4/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCJaI0DVSwiyV6HLqClZexr28p9RQ,https://i.ytimg.com/an_webp/k1RI5locZE4/mqdefault_6s.webp?du=3000&sqp=CMTFw4wG&rs=AOn4CLDNKUge6cKyrq53NPhPbVcRvNbmKA
87,22,What's it like to work at Amazon Web Services? Meet our Cloud Support Engineers.,https://www.youtube.com/watch?v=GC3bWcFFZTo,3 years ago,131316.0,3:23,Want to be part of the team behind the world's most comprehensive and broadly adopted cloud platform? Go to Amazon Jobs to ...,,Amazon Web Services,https://www.youtube.com/user/AmazonWebServices,True,https://yt3.ggpht.com/ytc/AKedOLQP0vNXjkoKrCAYvWyOm9vEhDuBNytjbpEYi1ugD7w=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/GC3bWcFFZTo/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAGYYMR2CliBjuU6-QbIAywtkIUDw,https://i.ytimg.com/an_webp/GC3bWcFFZTo/mqdefault_6s.webp?du=3000&sqp=CPT1w4wG&rs=AOn4CLCL17yxpZGNBCHmBwzJs1TID3Gshg
88,23,The Most Important AWS Core Services That You NEED To Know About!,https://www.youtube.com/watch?v=B08iQQhXG1Y,1 year ago,99007.0,18:09,"In this video, I explain to you the core AWS services through an easy to follow example. We explore services such as Amazon S3, ...",,Be A Better Dev,https://www.youtube.com/channel/UCraiFqWi0qSIxXxXN4IHFBQ,,https://yt3.ggpht.com/ytc/AKedOLRHbSUC1s2eN9eusDAXirSm9qYg2slYcqMi3eqAVw=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/B08iQQhXG1Y/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBy44qmoE7Dugf7nCVhu4dDNK1mbA,
89,25,New Amazon EC2 G5 Instances | Amazon Web Services,https://www.youtube.com/watch?v=zz38lS3gh_E,2 days ago,8181.0,1:21,New Amazon EC2 G5 instances powered by NVIDIA A10G Tensor Core GPUs deliver high performance for graphics intensive ...,['New'],Amazon Web Services,https://www.youtube.com/user/AmazonWebServices,True,https://yt3.ggpht.com/ytc/AKedOLQP0vNXjkoKrCAYvWyOm9vEhDuBNytjbpEYi1ugD7w=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/zz38lS3gh_E/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDBc5hEz9n3Pp7Zj86AVE8yXUGgTw,https://i.ytimg.com/an_webp/zz38lS3gh_E/mqdefault_6s.webp?du=3000&sqp=CJjbw4wG&rs=AOn4CLDEc4xpOaex-c6QFZOYbFkA7muG3g
90,26,AWS re:Invent 2020 - Keynote with Andy Jassy,https://www.youtube.com/watch?v=xZ3k7Fd6_eU,11 months ago,1557963.0,2:52:04,"Andy Jassy, CEO of Amazon Web Services, delivers his AWS re:Invent 2020 keynote, featuring the latest news and ...",['CC'],Amazon Web Services,https://www.youtube.com/user/AmazonWebServices,True,https://yt3.ggpht.com/ytc/AKedOLQP0vNXjkoKrCAYvWyOm9vEhDuBNytjbpEYi1ugD7w=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/xZ3k7Fd6_eU/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAw7fB_P6V_NojDnKH5eZwDRP6Xlw,https://i.ytimg.com/an_webp/xZ3k7Fd6_eU/mqdefault_6s.webp?du=3000&sqp=CLnKw4wG&rs=AOn4CLC2P2wiD7JqJ1g1FgyOBrymwYCpLg
91,3,R Programming Tutorial - Learn the Basics of Statistical Computing,https://www.youtube.com/watch?v=_V8eKsto3Ug,2 years ago,2040777.0,2:10:39,"Learn the R programming language in this tutorial course. This is a hands-on overview of the statistical programming language R, ...",['CC'],freeCodeCamp.org,https://www.youtube.com/channel/UC8butISFwT-Wl7EV0hUK0BQ,True,https://yt3.ggpht.com/ytc/AKedOLTtJvQ1Vfew91vemeLaLdhjOwGx3tTBLlreK_QUyA=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/_V8eKsto3Ug/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBX4efzhvNMbMlWDbt8SJEiic8gzg,https://i.ytimg.com/an_webp/_V8eKsto3Ug/mqdefault_6s.webp?du=3000&sqp=CKjsw4wG&rs=AOn4CLBgdvNMSjx6M-r-A4Q1L8f9huKedg
92,4,R Programming for Beginners | Complete Tutorial | R & RStudio,https://www.youtube.com/watch?v=BvKETZ6kr9Q,1 year ago,277254.0,49:49,R programming tutorial with everything you need to know to start coding in RStats and RStudio. All the basics and fundamentals ...,,R Programming - DDS,https://www.youtube.com/channel/UCxdCZGywhd2R5BiOP8vOgqg,,https://yt3.ggpht.com/ytc/AKedOLTb2Fu3WH5CAv07Y4qOIb7dp66dcj0XJ6gvMnbc=s68-c-k-c0x00ffffff-no-rj,https://i.ytimg.com/vi/BvKETZ6kr9Q/hq720.jpg?sqp=-oaymwEcCOgCEMoBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBy10_IwDiAfQzywZ0N_vbfC8noKg,https://i.ytimg.com/an_webp/BvKETZ6kr9Q/mqdefault_6s.webp?du=3000&sqp=CPzNw4wG&rs=AOn4CLDvnX2OdBO5TRbFyYagtKcWUw8LpQ
